"PLT_CN","ABCO_met","ABMA_met","ABSH_met","ACMA_met","CADE_met","JUNIPER_met","PICO_met","PIJE_met","PILA_met","PIMO_met","PIPO_met","POBA_met","PSME_met","QUCH_met","QUKE_met","hardwood.ba","conifer.ba","AB_PI","INVYR","ELEV_met","COND_STATUS_CD","STDAGE","FORTYPCD","OWNGRPCD","DSTRBCD1","CONDPROP_UNADJ","GSSTKCD","BALIVE","x.coord","y.coord","number.conditions","MEANING","DENS_12plus","DENS_12_24","DENS_24_36","DENS_36plus","BALIVE_sqmha"
273640392489998,0,0,0,0,0,0,0,10.0902472394719,0,0,2.6654295621337,0,3.01407431680908,0,0,0,15.7697511184146,0,2015,1371.53306918622,1,80,225,10,0,1,2,140.7411,-120.591699,39.767043,1,"Jeffrey pine",99.0981665431184,89.2223276501112,9.87583889300716,0,15.7697511184146
273641077489998,3.08377478538529,0,0,0,0,0,0,8.7142674283654,0,0,0.800804885438236,0,0,0,0,0,12.5988470991889,0.244766426729936,2015,1859.18927156355,1,75,371,10,0,1,2,169.3891,-120.499846,40.216567,1,"California mixed conifer",64.3628416110699,44.6111638250556,19.7516777860143,0,12.5988470991889
273641296489998,2.35474556000709,0,0,0,0,0,0,0,9.33391473829006,0,6.06944145175844,0,0,0,0,0,17.7581017500556,0.1326011976477,2015,1554.40414507772,1,80,371,40,0,1,2,156.8764,-121.281668,40.358126,1,"California mixed conifer",123.901022979985,118.963103533482,4.93791944650358,0,17.7581017500556
273641643489998,0,0,0,0,0,0,0,11.0331665067762,0,0,0,0,0,0,0,0,11.0331665067762,0,2015,1615.36117037489,1,60,225,10,0,1,4,63.6882,-121.329328,40.698276,1,"Jeffrey pine",76.8208994316778,74.351939708426,0,2.46895972325179,11.0331665067762
273641648489998,6.75521871069043,1.13999825847511,0,0,0,0,7.89205219113289,0,0,0,0,0,0,0,0,0,15.7872691602984,0.500100231965406,2015,1920.14629686071,1,75,281,10,12,1,3,127.4299,-121.123901,40.493974,1,"Lodgepole pine",148.703879416852,148.703879416852,0,0,15.7872691602984
273641671489998,22.3727228193181,0,0,0,0,0,1.56249612583383,14.263934634776,0,0,0,0,0,0,0,0,38.1991535799279,0.585686349633518,2015,1432.49009448339,1,100,371,40,0,1,2,198.1011,-121.274459,40.197247,1,"California mixed conifer",232.875028416111,208.185431183593,24.6895972325179,0,38.1991535799279
273641681489998,3.57544565831477,0,0,0,0,0,0,0,3.4508211210263,0,0,0,6.26493938511886,0,0,0,13.2912061644599,0.508868474625451,2015,1554.40414507772,1,40,371,10,0,1,3,117.8902,-120.825366,39.864062,1,"California mixed conifer",74.2953101062515,59.4815517667408,14.8137583395107,0,13.2912061644599
273641869489998,9.47739840357674,0,0,0,10.6836539802685,0,0,0.763272434434241,0,0,4.68423754755358,0,0,0,0,0,25.6085623658331,0.635005465945997,2015,1493.44711978055,1,85,371,10,0,1,3,152.4151,-121.49955,40.634662,1,"California mixed conifer",116.380884605881,89.2223276501112,22.2206375092661,4.93791944650358,25.6085623658331
273641891489998,0,0,0,0,5.06093218535413,0,0,0,0,0,4.76859376504362,0,0,0,0,0,9.82952595039775,0,2015,1371.53306918622,1,120,371,10,22,1,4,71.4643,-121.38175,40.837362,1,"California mixed conifer",79.2898591549296,74.351939708426,4.93791944650358,0,9.82952595039775
273641912489998,0,0,0,0,0,0,0,0,1.03050348558268,0,2.9209504885689,0,5.65038539048141,0.732683486865985,0,0.732683486865985,9.601839364633,0,2015,1188.66199329473,1,65,933,40,0,1,2,147.8054,-121.565701,40.001234,1,"Canyon live oak",27.1585569557697,0,27.1585569557697,0,10.334522851499
273642075489998,41.6482516253598,11.8123005556963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4605521810561,1,2015,2103.01737275221,1,105,261,10,52,1,2,284.0878,-121.411752,40.147311,1,"White fir",247.575527551273,178.444655300222,64.1929528045466,4.93791944650358,53.4605521810561
273642076489998,0,3.68026009268181,0,0,0,0,5.20773483237996,0,0,2.44357524424909,0,0,0,0,0,0,11.3315701693109,0.324779358702557,2015,1920.14629686071,1,50,371,40,20,1,4,79.4127,-121.418322,40.00819,1,"California mixed conifer",66.8884309364962,59.4815517667408,7.40687916975537,0,11.3315701693109
273642194489998,14.0648010401,0,0,0,0.763272434434241,0,0,0,0,0,0,0,6.6247092927726,0,0,0,21.4527827673068,1,2015,1676.31819567205,1,90,371,40,0,1,2,218.4223,-120.820642,40.339566,1,"California mixed conifer",166.043227081789,163.574267358537,2.46895972325179,0,21.4527827673068
273642777489998,0,0,0,0,0,0,0,0,0,0,12.5318974449796,0,0,0,0,0,12.5318974449796,0,2015,1676.31819567205,1,70,221,10,46,1,4,74.6953,-120.868402,40.684515,1,"Ponderosa pine",79.2898591549296,74.351939708426,4.93791944650358,0,12.5318974449796
273643229489998,0,0,0,0,0,3.13584291920817,0,50.0980217837225,0,0,0,0,0,0,0,0,53.2338647029307,0,2015,1737.27522096922,1,145,225,10,0,1,2,248.0597,-120.482894,40.048277,1,"Jeffrey pine",222.772671114406,148.703879416852,69.1308722510501,4.93791944650358,53.2338647029307
345935085489998,0,0,0,0,3.45081368531471,0,0,8.6587573454712,0,0,3.71484659546719,0,0,0,0,0,15.8244176262531,0,2016,1554.40414507772,1,100,225,40,0,1,2,150.7394,-120.427385,39.835198,1,"Jeffrey pine",148.703879416852,148.703879416852,0,0,15.8244176262531
345935174489998,79.541538096415,2.86525439741663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4067924938316,1,2016,1920.14629686071,1,75,261,10,0,1,1,418.7127,-121.400142,40.102772,1,"White fir",493.078502594514,460.982026192241,32.0964764022733,0,82.4067924938316
345935345489998,3.62115485721103,21.1008107902066,0,0,0,0,0,1.9692151068266,0,0,0,0,0,0,0,0,26.6911807542442,0.926222255772125,2016,2103.01737275221,1,110,262,40,22,1,3,146.0672,-120.803787,40.483326,1,"Red fir",118.849844329133,89.2223276501112,27.1585569557697,2.46895972325179,26.6911807542442
345935349489998,0,0,0,0,0,0,0,0,1.13999825847511,0,23.952528202081,0,0,0,0,0,25.0925264605561,0,2016,1127.70496799756,1,70,221,40,0,1,3,113.8418,-121.742099,40.240186,1,"Ponderosa pine",69.2441314553991,29.7407758833704,29.6275166790215,9.87583889300716,25.0925264605561
345935510489998,7.92851591013841,0,0,0,14.0578408349987,0,0,0,14.9847935308939,0,9.59144494184255,0,0,0,21.7267850070819,21.7267850070819,46.5625952178736,0.243918653152954,2016,1249.61901859189,1,90,371,10,0,1,1,386.8697,-121.349983,39.797156,1,"California mixed conifer",227.767220163084,163.574267358537,37.0343958487769,27.1585569557697,68.2893802249556
345935591489998,12.4618595141971,0,0,0,3.87761170363875,0,0,0,8.04155183673519,0,2.86525439741663,0,12.799013983415,0,0,0,40.0452914354028,0.533272187997194,2016,1371.53306918622,1,140,371,10,0,1,2,220.5139,-121.053984,39.972476,1,"California mixed conifer",210.541131702496,178.444655300222,29.6275166790215,2.46895972325179,40.0452914354028
345936572489998,49.454285985338,0,0,0,0,0,0,0,11.7139530232488,0,1.38731198646066,0,1.95164991975673,0,0,0,64.5072009148042,0.79056590819979,2016,1432.49009448339,1,115,371,10,0,1,1,334.6857,-121.042611,39.647437,1,"California mixed conifer",326.978645910551,282.537370892019,37.0343958487769,7.40687916975537,64.5072009148042
345936730489998,0,0,0,0,0,0,0,21.995099156255,0,0,0,0,1.74092932538892,0,0,0,23.7360284816439,0,2016,1798.23224626638,1,115,371,10,54,1,2,174.2741,-120.442407,40.171622,1,"California mixed conifer",126.369982703237,118.963103533482,7.40687916975537,0,23.7360284816439
345936732489998,38.4825684380778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4825684380778,1,2016,1859.18927156355,1,100,261,10,0,1,2,193.2815,-120.786921,40.307307,1,"White fir",180.800355819125,148.703879416852,29.6275166790215,2.46895972325179,38.4825684380778
345936733489998,0.750961790504931,0,0,0,0,0,0,0,0,0,11.3250503153985,0,0,0,0,0,12.0760121059035,0.0621862402852194,2016,1676.31819567205,1,115,221,10,0,1,4,76.8188,-120.927706,40.440411,1,"Ponderosa pine",71.8263503829997,59.4815517667408,12.344798616259,0,12.0760121059035
345936735489998,0,0,0,0,2.1786962266969,0,0,0,0,0,4.57873382778135,0,7.48140908373306,0,0,0,14.2388391382113,0,2016,1737.27522096922,1,119,371,10,0,1,3,101.7875,-120.768258,40.138427,1,"California mixed conifer",39.5599851742031,14.8703879416852,24.6895972325179,0,14.2388391382113
345936736489998,7.53674135630819,18.0158987619298,0,0,0,0,0,0,0,3.74717254251497,0,0,0,0,0,0,29.2998126607529,0.872109334421298,2016,2042.06034745504,1,255,262,10,22,1,3,132.5857,-121.587613,40.405726,1,"Red fir",79.1765999505807,44.6111638250556,24.6895972325179,9.87583889300716,29.2998126607529
345936738489998,29.1428148725397,0.953023995893438,0,0,0,0,0,1.76391164205459,0,0,0,0,0,0,0,0,31.8597505104877,0.944635108128862,2016,1920.14629686071,1,75,261,10,0,1,3,172.9159,-121.144441,40.446534,1,"White fir",168.455557202866,148.703879416852,19.7516777860143,0,31.8597505104877
345936752489998,0,0,0,0,3.10517471303463,6.58199597963577,0,1.24928014248497,0,0,0,0,0,0,0,0,10.9364508351554,0,2016,1615.36117037489,1,119,369,10,0,1,4,56.6033,-120.81091,40.634508,1,"Western juniper",39.6166147763776,29.7407758833704,9.87583889300716,0,10.9364508351554
345936753489998,0,0,0,0,0,0,0,44.1428388488119,0,0,0,0,0,0,0,0,44.1428388488119,0,2016,1981.10332215788,1,114,225,10,0,1,2,208.5667,-120.98838,40.729601,1,"Jeffrey pine",173.336847047195,133.833491475167,37.0343958487769,2.46895972325179,44.1428388488119
345936754489998,27.1819737709909,0,0,0,0,0,0,3.21364105231505,0,0,0,0,0,0,0,0,30.395614823306,0.894272872221983,2016,2103.01737275221,1,110,261,10,0,1,2,197.6013,-121.189806,40.786056,1,"White fir",195.727373362985,178.444655300222,14.8137583395107,2.46895972325179,30.395614823306
345936755489998,0,0,0,0,0,0,0,3.01407431680908,0,0,14.7234669070834,0,0,0,0,0,17.7375412238925,0,2016,1859.18927156355,1,105,221,10,0,1,3,78.0834,-120.861188,40.794134,1,"Ponderosa pine",84.2277786014332,74.351939708426,9.87583889300716,0,17.7375412238925
345936759489998,20.9532418355934,1.51939486310346,0,0,0,0,0,0,6.84353108817294,0,4.1101424421167,0,0,0,0,0,33.4263102289865,0.672303839243648,2016,1798.23224626638,1,82,371,10,20,1,2,251.4674,-121.650927,40.693634,1,"California mixed conifer",267.666982950334,267.666982950334,0,0,33.4263102289865
412219784489998,1.31293077240203,0,0,0,6.90727722167039,0,0,0,6.50481163758736,0,0,0,16.9397586289656,14.8368067095988,0,14.8368067095988,31.6647782606254,0.167942444704291,2017,1310.57604388906,1,227,371,10,0,1,2,228.4649,-122.888139,39.863416,1,"California mixed conifer",155.940869780084,104.092715591796,44.4412750185322,7.40687916975537,46.5015849702242
412219844489998,18.3037951592603,0,0,0,0,0,0,0,0,0,3.10346678835686,0,0,0,0,0,21.4072619476171,0.855027382952993,2017,1737.27522096922,1,80,371,10,22,1,3,119.3556,-120.963177,40.721628,1,"California mixed conifer",166.043227081789,163.574267358537,2.46895972325179,0,21.4072619476171
412219905489998,2.7489111287878,0,0,0,3.6440912008801,0,0,3.15761960614711,0,0,1.37328761059614,0,0,0,0,0,10.9239095464111,0.377607104781029,2017,1798.23224626638,1,75,371,10,0,1,4,69.0216,-120.38115,39.887681,1,"California mixed conifer",89.2223276501112,89.2223276501112,0,0,10.9239095464111
412220120489998,29.250948733842,6.9265639390198,0,0,6.9064088633301,0,0,0,10.6134484762484,0,0.912038559397075,0,0,0,0,0,54.6094085718373,0.758390727919149,2017,1737.27522096922,1,115,371,10,22,1,2,282.9983,-121.784351,40.752014,1,"California mixed conifer",252.626706202125,208.185431183593,22.2206375092661,22.2206375092661,54.6094085718373
412220907489998,16.7111636272276,0,0,0,4.38080631576616,0,0,0,2.72020207092019,0,3.6712932215893,0,0,0,0,0,27.4834652355033,0.723343736549342,2017,1188.66199329473,1,75,371,10,60,1,2,225.8716,-121.473158,39.85891,1,"California mixed conifer",225.52477884853,223.055819125278,2.46895972325179,0,27.4834652355033
412221203489998,11.4845952724121,27.6475650694549,0,0,0,0,0,0,3.81950121156822,0,0,0,0,0,0,0,42.9516615534352,0.911074424750333,2017,1859.18927156355,1,163,262,10,0,1,2,213.9934,-121.331769,40.143474,1,"Red fir",210.484502100321,163.574267358537,41.9723152952805,4.93791944650358,42.9516615534352
412221231489998,8.16916844033203,0,0,0,5.28367227736632,0,0,0,3.44527429416958,0,0,0,10.9272713203161,0,0,0,27.825386332184,0.703362927268553,2017,1310.57604388906,1,80,371,10,0,1,2,259.5879,-121.026785,39.993971,1,"California mixed conifer",203.190882134915,193.315043241908,9.87583889300716,0,27.825386332184
412221257489998,4.94661947681092,0,0,0,0,0,0,19.5759604685465,0,0,10.0845652010377,0,0,0,0,0,34.6071451463951,0.142936363455747,2017,1554.40414507772,1,112,225,40,0,1,2,158.3781,-121.093258,40.326175,1,"Jeffrey pine",183.325945144551,163.574267358537,19.7516777860143,0,34.6071451463951
412221637489998,0,0,0,0,0,13.5455549840247,0,0.720623059276701,0,0,0,0,0,0,0,0,14.2661780433014,0,2017,1554.40414507772,1,165,369,10,0,1,3,79.4824,-121.124623,40.837009,1,"Western juniper",66.8884309364962,59.4815517667408,7.40687916975537,0,14.2661780433014
412221638489998,0,0,0,0,0,0,0,0,0,0,16.4792836266778,0,0,0,0,0,16.4792836266778,0,2017,1676.31819567205,1,115,221,10,0,1,4,79.8068,-121.263766,40.688381,1,"Ponderosa pine",76.7642698295033,59.4815517667408,14.8137583395107,2.46895972325179,16.4792836266778
412221818489998,26.0171540377119,0,0,0,2.01386621270435,0,0,0,2.03328300069042,0,0,0,0,0,0,0,30.0643032511067,0.92751332188134,2017,1859.18927156355,1,47,261,10,0,1,3,175.3312,-120.93971,40.398664,1,"White fir",156.054128984433,133.833491475167,22.2206375092661,0,30.0643032511067
412221914489998,46.5839046986422,0,0,0,0.826326952120952,0,0,0,0,0,0,0,0,0,0,0,47.4102316507631,1,2017,1676.31819567205,1,95,261,40,0,1,2,211.6189,-120.987327,39.695891,1,"White fir",103.75293797875,14.8703879416852,76.5377514208055,12.344798616259,47.4102316507631
412222094489998,75.6123116023159,0,0,0,11.9105109032092,0,0,0,4.62089528107584,0,0,0,0,0,0,0,92.1437177866009,0.942406698416135,2017,1432.49009448339,1,75,261,10,0,1,1,409.9341,-121.326603,39.822544,1,"White fir",210.0880948851,59.4815517667408,125.916945885841,24.6895972325179,92.1437177866009
412222203489998,1.12153705328466,0,0,0,5.68392000494681,0,0,3.32249663375524,1.56249612583383,0,0,0,4.53173084026201,0,0,0,16.2221806580825,0.186719634834889,2017,1737.27522096922,1,90,371,40,0,1,3,113.0228,-120.753298,40.334116,1,"California mixed conifer",94.1036174944403,74.351939708426,19.7516777860143,0,16.2221806580825
412222243489998,2.90172469665002,3.26680444827352,0,0,0,0,0,0,7.36808573912461,0,0,0,0,0,0,0,13.5366148840482,0.455692150346441,2017,1676.31819567205,1,75,371,40,0,1,3,117.5059,-121.407344,40.300583,1,"California mixed conifer",94.1602470966148,89.2223276501112,2.46895972325179,2.46895972325179,13.5366148840482
412222251489998,6.38010381371808,0,0,0,0.744844000991279,0,0,0,4.2719560840917,0,19.1835817409505,0,0,0,0,0,30.5804856397516,0.213841682741943,2017,1432.49009448339,1,85,371,10,0,1,2,157.8424,-121.150038,40.194542,1,"California mixed conifer",111.386335557203,74.351939708426,27.1585569557697,9.87583889300716,30.5804856397516
412222298489998,0,49.643353232423,0,0,0,0,0,0,0,2.67035882403223,0,0,0,0,0,0,52.3137120564552,0.948954896927397,2017,1981.10332215788,1,97,262,10,22,1,3,241.354,-121.341863,39.996635,1,"Red fir",141.013852236224,74.351939708426,41.9723152952805,24.6895972325179,52.3137120564552
412222299489998,0,0,0,0,0,0,0,3.84558206895878,0,0,8.76424994655952,0,0,0,0,0,12.6098320155183,0,2017,1798.23224626638,1,45,221,10,51,1,3,86.9881,-121.017139,39.843391,1,"Ponderosa pine",133.833491475167,133.833491475167,0,0,12.6098320155183
412222368489998,0,0,0,0,1.29311323376902,0,0,0,1.3530179608156,0,19.4834284950014,0,0,0,0,0,22.129559689586,0,2017,1676.31819567205,1,60,221,40,0,1,3,148.4191,-120.784448,40.529303,1,"Ponderosa pine",163.574267358537,163.574267358537,0,0,22.129559689586
412222518489998,58.8156563870195,8.46059012695453,0,0,0,0,0,0,2.83422550511567,0,0,0,0,0,0,0,70.1104720190897,0.959574862021412,2017,1676.31819567205,1,105,261,10,0,1,2,326.4181,-121.491619,40.014447,1,"White fir",249.931228070175,148.703879416852,96.2894292068199,4.93791944650358,70.1104720190897
412222942489998,0,0,0,0,0,0,0,0,0,0,23.0038343388244,0,0,0,0,0,23.0038343388244,0,2017,1737.27522096922,1,112,221,10,22,1,2,146.2962,-121.092227,40.666974,1,"Ponderosa pine",170.981146528293,163.574267358537,7.40687916975537,0,23.0038343388244
412223017489998,8.36515330664818,1.56249612583383,0,0,0,0,0,0,9.14033106943937,0,0,0,3.6538190561635,0,0,0,22.7217995580849,0.520645037972514,2017,1615.36117037489,1,80,371,40,0,1,3,147.0371,-120.890946,40.217777,1,"California mixed conifer",128.838942426489,118.963103533482,9.87583889300716,0,22.7217995580849
412223117489998,0,0,0,0,1.76391164205459,0,0,1.45587324687671,0,0,0,0,13.7963714191065,0,0,0,17.0161563080378,0,2017,1493.44711978055,1,95,371,40,0,1,3,94.3341,-120.83148,39.90341,1,"California mixed conifer",136.302451198419,133.833491475167,2.46895972325179,0,17.0161563080378
412223120489998,18.222232136062,2.95959475647779,0,0,0,0,0,0,0.794486922852563,1.03050348558268,0,0,0,0,0,0,23.0068173009751,0.920676102888951,2017,1859.18927156355,1,118,261,10,0,1,3,138.5382,-120.831489,39.750429,1,"White fir",131.307902149741,118.963103533482,12.344798616259,0,23.0068173009751
484816145489998,17.7509951452767,0,0,0,0,0,0,2.43753251963744,0,0,0,1.02333478744092,0,0,0,1.02333478744092,20.1885276649142,0.879261501378644,2018,1737.27522096922,1,49,261,40,0,1,3,115.0559,-120.71922,40.333062,1,"White fir",96.5725772176921,74.351939708426,19.7516777860143,2.46895972325179,21.2118624523551
484816146489998,0,0,0,0,4.93572366165708,0,0,0,6.11461292061764,0,18.6109419474853,0,12.7444835007175,0,0,0,42.4057620304775,0,2018,1493.44711978055,1,260,371,10,0,1,2,243.13,-120.569161,40.293784,1,"California mixed conifer",175.805806770447,133.833491475167,24.6895972325179,17.2827180627625,42.4057620304775
484816150489998,3.74717254251497,0,0,0,0,0,0,1.58427281277277,0,0,13.2395230700284,0,0,0,0,0,18.5709684253161,0.201775828631898,2018,1920.14629686071,1,80,221,10,22,1,2,269.5479,-120.923742,40.734482,1,"Ponderosa pine",141.240370644922,133.833491475167,4.93791944650358,2.46895972325179,18.5709684253161
484816161489998,0,0,0,0,0,0,0,24.0893861622332,0,0,0,0,0,0,0,0,24.0893861622332,0,2018,1859.18927156355,1,75,225,40,22,1,2,145.3562,-120.789333,40.796121,1,"Jeffrey pine",178.444655300222,178.444655300222,0,0,24.0893861622332
484816167489998,0,0,0,0,0,0,0,14.7960154693579,0,0,0,0,0,0,0,0,14.7960154693579,0,2018,1798.23224626638,1,125,371,40,0,1,3,128.5891,-121.091956,40.792055,1,"California mixed conifer",104.092715591796,104.092715591796,0,0,14.7960154693579
484816177489998,60.4385917408003,1.08506675405127,0,0,0,0,0,1.67857631706866,0,0,0,0,0,0,0,0,63.2022348119202,0.973441187292446,2018,2103.01737275221,1,100,261,10,0,1,2,311.1342,-121.204753,40.576641,1,"White fir",388.985787002718,356.889310600445,29.6275166790215,2.46895972325179,63.2022348119202
484816180489998,1.90497032008126,0,0,0,0.994910211213896,0,0,2.5511125017472,0,0,13.7347240145896,0,0,0,0,0,19.185717047632,0.10472159576053,2018,1554.40414507772,1,90,371,10,22,1,2,177.9352,-120.822345,41.133079,1,"California mixed conifer",111.499594761552,104.092715591796,7.40687916975537,0,19.185717047632
484816190489998,0,0,0,0,0,0,0,8.82633987748579,0,0,9.20129072249684,0,0,0,0,0,18.0276305999826,0,2018,1798.23224626638,1,31,225,40,0,1,3,111.2159,-120.878921,40.294274,1,"Jeffrey pine",193.315043241908,193.315043241908,0,0,18.0276305999826
484816246489998,45.3141041900487,0,0,0,0,0,0,0,0,0,0.7694652888499,0,1.9175204109771,0,0,0,48.0010898898757,0.983302827937358,2018,1493.44711978055,1,100,261,10,0,1,2,220.8975,-121.770023,41.061541,1,"White fir",220.473600197677,193.315043241908,27.1585569557697,0,48.0010898898757
484816261489998,0,1.49807028731203,0,0,0,0,1.7180977124391,0,0,6.05759293150675,0,0,0,0,0,0,9.27376093125788,0.161538592423995,2018,2103.01737275221,1,125,371,10,22,1,4,79.8578,-121.584718,40.699823,1,"California mixed conifer",66.8884309364962,59.4815517667408,7.40687916975537,0,9.27376093125788
484816396489998,31.2379177961473,0,0,0,0,0,0,10.3564302284626,0,0,0,0,0,0,0,0,41.5943480246099,0.75101352178101,2018,1737.27522096922,1,66,371,10,0,1,2,238.9347,-121.471642,40.047997,1,"California mixed conifer",240.281907585866,208.185431183593,29.6275166790215,2.46895972325179,41.5943480246099
484816405489998,8.91006624936137,0,0,0,21.3632328858542,0,0,0,5.61121402245024,0,0,0,37.4934859349021,0,0,0,73.3779990925679,0.613586824479753,2018,1127.70496799756,1,143,371,10,0,1,2,332.085,-121.162137,39.598602,1,"California mixed conifer",163.23448974549,74.351939708426,54.3171139115394,34.5654361255251,73.3779990925679
484816509489998,1.15619966399506,6.26409100766473,0,0,0,0,0,0,9.65275355873193,0,0,0,7.90210075817529,0,0,0,24.975144988567,0.434620245313424,2018,1676.31819567205,1,110,371,10,22,1,3,149.852,-120.839548,39.796525,1,"California mixed conifer",111.386335557203,74.351939708426,34.5654361255251,2.46895972325179,24.975144988567
484816511489998,7.07705764352519,0,0,0,0,0,0,0,1.11847955073605,0,1.13999825847511,0,1.29311323376902,0,0,0,10.6286486865054,0.75807731429597,2018,1859.18927156355,1,35,371,10,0,1,4,78.2461,-120.702693,39.988809,1,"California mixed conifer",69.357390659748,59.4815517667408,9.87583889300716,0,10.6286486865054
484816515489998,12.8159684413079,23.4078660372239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2238344785317,1,2018,2103.01737275221,1,165,262,10,0,1,3,170.2019,-120.701228,40.14253,1,"Red fir",98.928277736595,44.6111638250556,39.5033555720287,14.8137583395107,36.2238344785317
484816517489998,0,0,0,0,0,0,0,14.3776892969087,0,0,0,0,0,0,0,0,14.3776892969087,0,2018,1859.18927156355,1,75,225,10,0,1,4,69.8151,-120.230471,39.998564,1,"Jeffrey pine",106.561675315048,104.092715591796,2.46895972325179,0,14.3776892969087
484816518489998,10.6175070216045,0,0,0,3.86902183374125,0,0,6.91115227548621,2.61056511764626,0,0,0,0,0,0,0,24.0082462484782,0.527205358208089,2018,1493.44711978055,1,77,371,40,0,1,3,134.8784,-121.324576,40.268784,1,"California mixed conifer",173.39347664937,148.703879416852,24.6895972325179,0,24.0082462484782
484816520489998,0,0,0,0,0,2.7489111287878,0,17.093371464278,0,0,0,0,0,0,0,0,19.8422825930658,0,2018,1920.14629686071,1,85,371,10,0,1,3,102.2036,-120.369281,40.037842,1,"California mixed conifer",128.838942426489,118.963103533482,9.87583889300716,0,19.8422825930658
484816523489998,7.70295448137019,0,0,0,27.1038918002227,0,0,0,18.2627652042298,0,10.8522955239161,0,16.3746417603692,0,2.07639579684978,2.07639579684978,80.2965487701081,0.209216994385381,2018,1493.44711978055,1,260,371,10,0,1,1,460.0699,-120.953459,39.794059,1,"California mixed conifer",190.562935507784,118.963103533482,46.910234741784,24.6895972325179,82.3729445669578
484816538489998,14.9346930004219,0,0,0,0,0,0,0,3.6462651042211,0,0,0,29.9378596800566,0,0,0,48.5188177846996,0.803763342897266,2018,1432.49009448339,1,160,371,10,0,1,2,253.7394,-120.955497,39.657297,1,"California mixed conifer",153.471910056832,104.092715591796,24.6895972325179,24.6895972325179,48.5188177846996
484816559489998,0,0,0,0,0,0,0,0,5.97464074552193,0,0,0,17.3914927695574,0,0,0,23.3661335150793,0,2018,1127.70496799756,1,135,371,10,0,1,3,138.8325,-122.91156,40.137075,1,"California mixed conifer",69.3007610575735,44.6111638250556,12.344798616259,12.344798616259,23.3661335150793
484816562489998,22.5589804082944,0,0,0,46.8111024027604,0,0,6.15243196592785,0,0,4.94979214922384,0,0,0,0,0,80.4723069262065,0.670177455847766,2018,1798.23224626638,1,215,371,10,22,1,2,394.5143,-121.519856,40.407122,1,"California mixed conifer",210.371242895972,133.833491475167,39.5033555720287,37.0343958487769,80.4723069262065
484816563489998,5.47059981942361,0,0,0,0,0,0,0,6.98931804759793,0,0,0,6.17867965999664,0,0,0,18.6385975270182,0.439055849148332,2018,1371.53306918622,1,110,371,40,0,1,2,137.9074,-121.670011,40.249785,1,"California mixed conifer",44.4979046207067,14.8703879416852,22.2206375092661,7.40687916975537,18.6385975270182
484816587489998,1.2539302676505,5.98098354503204,0,0,0,0,0,0,0,0,3.06116922800922,0,0,0,0,0,10.2960830406918,0.702686039350014,2018,1554.40414507772,1,59,371,40,0,1,3,88.2798,-121.698113,40.407204,1,"California mixed conifer",76.8208994316778,74.351939708426,2.46895972325179,0,10.2960830406918
