site,id,elev_mean,slope,aspect_num,aspect_cat,cwd_mean8110,cwd_jun_mean8110,aet_mean8110,spk_mean8110,ppt_mean8110,tmx_mean8110
lassen,29052613,1798.4507150325014,7.047102508056245,327.9088439941406,NE,431.2799987792969,41.8398494720459,349.17835998535156,504.58750915527344,1102.1566162109375,14.001649856567383
lassen,28040305,1394.5106741007091,9.752011523403011,13.401824951171875,NE,523.55999755859375,105.02429962158203,313.7666931152344,434.4046936035156,1416.989990234375,15.98330020904541
lassen,28050902,1516.7689569181691,20.860488136871748,71.97574615478516,NE,534.23333740234375,103.19585037231445,325.81834411621094,499.7028503417969,1299.2532958984375,15.514999866485596
lassen,28040903,1487.3791043699396,23.99422845049196,316.7418212890625,NE,412.36669921875,44.65330123901367,390.5433044433594,441.5426940917969,1408.1866455078125,15.463299751281738
lassen,28060616,1763.465007407393,4.3545276771349934,330.20001220703125,NE,449.77109781901044,50.58700052897135,347.2599589029948,464.58290608723956,1062.3522542317708,14.113333066304525
lassen,28040306,1412.4613751015968,10.534666821164997,358.2912292480469,NE,524.5816955566406,105.92835235595703,313.3933563232422,431.8726501464844,1414.3633422851562,16.140000343322754
lassen,28051706,1639.3549313678423,8.53975501964356,190.31024169921875,SW,522.67999267578125,93.6947021484375,341.4233093261719,569.9757080078125,1452.86669921875,14.763299942016602
lassen,29052605,1779.4030040475257,6.063048717745022,18.81104278564453,NE,436.1750030517578,49.005149841308594,334.49830627441406,508.2485046386719,1104.5416870117188,14.073299884796143
lassen,28041610,1741.2916831842388,19.480857833149958,163.60934448242188,SW,512.38336181640625,89.1401481628418,326.7167053222656,494.781494140625,1452.969970703125,14.498349666595459
lassen,28040234,1494.0554026545617,16.931655544077717,257.8151550292969,SW,406.4666442871094,35.92234992980957,423.62831115722656,473.12530517578125,1405.8233642578125,15.638350009918213
lassen,28041116,1591.8796974980246,12.310793739929611,244.80113220214844,SW,503.6733093261719,88.4020004272461,329.68829345703125,558.08514404296875,1437.8099975585938,14.918350219726562
lassen,28041109,1617.6907129610036,9.365574493174762,172.27186584472656,SW,504.2633285522461,88.60949897766113,327.41831970214844,554.0283050537109,1424.4824829101562,14.83334994316101
lassen,28051710,1599.0218367474934,13.03891910906267,32.11779022216797,NE,525.3150329589844,95.18744850158691,334.5658187866211,558.9272003173828,1441.0258178710938,15.126649856567383
lassen,28052709,1472.572779721724,9.796004553635916,19.584457397460938,NE,487.70001220703125,74.35469818115234,387.8399963378906,548.59027099609375,1464.7633056640625,15.906700134277344
lassen,28062408,1380.996242940512,2.1265151380329024,275.1944274902344,SW,585.5,120.08150100708008,319.65000915527344,226.99815368652344,859.04669189453125,16.64834976196289
lassen,29053116,1549.247435191321,21.91628607114156,214.8767547607422,SW,518.56500244140625,92.62414932250977,335.60250091552734,506.18021392822266,1307.1591491699219,15.441674947738647
lassen,28041508,1725.2553480040353,3.869960187846478,59.393035888671875,NE,501.45164489746094,85.82699966430664,328.1617126464844,537.79852294921875,1486.3516845703125,14.454999923706055
lassen,28071911,1375.2123960441136,0.42815560010067316,109.08285522460938,NE,NA,NA,NA,NA,857.92669677734375,16.67329978942871
lassen,28052801,1462.0919056700889,10.01065251329178,25.974395751953125,NE,455.6699981689453,52.548301696777344,415.5050048828125,546.45751953125,1516.9283447265625,16.08335018157959
lassen,28061802,1652.3912984872404,17.34999592583205,193.3152313232422,SW,433.8399963378906,36.85715103149414,395.2882995605469,472.57899475097656,1128.5750122070312,14.605000019073486
lassen,28053305,1576.6600666509964,17.003787005568853,309.0970764160156,SW,378.4466552734375,29.37814998626709,462.91835021972656,655.2586364746094,1669.2383422851562,15.35165023803711
lassen,28043616,1487.9890371540093,3.5652001068512438,46.14352798461914,NE,490.4200134277344,68.49870300292969,405.0232849121094,500.12200927734375,1636.0633544921875,15.913299560546875
lassen,29053312,1688.1593000280711,9.917397997541888,136.32611083984375,SW,490.9800109863281,84.0022964477539,289.7167053222656,577.0009765625,1246.6533203125,14.5600004196167
lassen,29072608,1692.4376258121663,2.85188003338162,148.2292022705078,SW,557.5716552734375,110.94079971313477,273.2050018310547,418.9875030517578,980.6583557128906,14.406650066375732
lassen,28042415,1643.1348116456854,11.668054819425178,91.90180969238281,NE,533.8800048828125,93.60149765014648,356.2316436767578,543.2792053222656,1521.5150146484375,14.954999923706055
