site,id,elev_extract,cwd_mean8110,cwd_jun_mean8110,aet_mean8110,spk_mean8110,ppt_mean8110,tmx_mean8110,slope,aspect_num,aspect_cat
eldo,25151971010900,1356.1678466796875,618.46331787109375,112.93099975585938,529.97332763671875,8.98169994354248,1245.373291015625,19.556699752807617,6.715020656585693,199.32778930664062,SW
eldo,29880705010497,1572.8736572265625,539.66668701171875,77.69170379638672,491.6300048828125,160.37069702148438,1407.63330078125,17.696699142456055,6.894228935241699,175.97125244140625,SW
eldo,11861,1569.3724365234375,621.59332275390625,126.99330139160156,389.0367126464844,72.29329681396484,1278.489990234375,17.82670021057129,12.486607551574707,205.23812866210938,SW
eldo,13101466010497,1524.131591796875,621.77001953125,114.00270080566406,543.67669677734375,23.975000381469727,1439.9932861328125,18.056699752807617,2.681302309036255,167.82464599609375,SW
eldo,24327917010900,1330.4969482421875,636.7266845703125,133.1566925048828,435.1366882324219,0,1178.306640625,20.113300323486328,36.593929290771484,342.044921875,NE
eldo,24332526010900,1762.02197265625,546.0067138671875,78.926300048828125,489.8599853515625,202.2156982421875,1392.07666015625,17.229999542236328,13.721418380737305,13.157066345214844,NE
eldo,23653329010900,1399.01611328125,686.46002197265625,139.5850067138672,462.6033020019531,23.390300750732422,1299.836669921875,19.446699142456055,21.191293716430664,38.14363479614258,NE
eldo,29880784010497,1260.9254150390625,675.46002197265625,135.55999755859375,474.75,3.8313000202178955,1328.7467041015625,19.823299407958984,10.271614074707031,334.2494201660156,NE
eldo,22953269010497,1360.55322265625,670.97332763671875,138.83770751953125,459.2900085449219,16.34429931640625,1286.6099853515625,19.573299407958984,9.512274742126465,200.224853515625,SW
eldo,11588,1245.2386474609375,605.91668701171875,99.29830169677734,575.4766845703125,11.305999755859375,1388.6099853515625,19.726699829101562,17.794513702392578,182.20639038085938,SW
eldo,24333331010900,1195.6929931640625,606.84002685546875,113.39769744873047,501.856689453125,3.7146999835968018,1386.3800048828125,20.09000015258789,15.89108657836914,301.00531005859375,SW
eldo,25152577010900,1725.140869140625,565.510009765625,90.470703125,516.9967041015625,99.56269836425781,1412.626708984375,17.183300018310547,7.487432479858398,119.78305053710938,NE
eldo,25154567010900,1999.1265869140625,352.4466857910156,11.795299530029297,477.6300048828125,543.9302978515625,1302.603271484375,13.736700057983398,1.1127903461456299,118.15380096435547,NE
eldo,24274941010900,1855.7008056640625,449.20001220703125,47.891998291015625,437.7333068847656,630.72198486328125,1649.8800048828125,14.283300399780273,19.09540367126465,352.23187255859375,NE
eldo,23776442010900,1724.692138671875,597.33331298828125,124.88500213623047,372.0367126464844,372.45599365234375,1636.9932861328125,15.5600004196167,24.31576919555664,334.81365966796875,NE
eldo,23832707010900,1962.067626953125,555.853271484375,95.13899993896484,445.0332946777344,282.66729736328125,1325.5966796875,15.449999809265137,5.278924942016602,308.650634765625,SW
eldo,11918,1685.2674560546875,560.30999755859375,98.79429626464844,456.2099914550781,210.35870361328125,1555.63671875,16.3700008392334,10.190317153930664,203.94866943359375,SW
eldo,40224510010497,1233.62255859375,693.28997802734375,143.35400390625,470.9700012207031,10.625300407409668,1349.2432861328125,19.700000762939453,12.949621200561523,189.77798461914062,SW
eldo,25153941010900,2124.090087890625,513.16998291015625,92.73370361328125,343.7333068847656,488.0976867675781,1267.5999755859375,13.466699600219727,2.341261625289917,210.86680603027344,SW
eldo,24333983010900,2151.22021484375,446.2467041015625,63.429298400878906,338.010009765625,548.52569580078125,1185.65673828125,13.396699905395508,6.690921783447266,310.800537109375,SW
eldo,8933370010901,1767.7080078125,581.67999267578125,118.30329895019531,357.3966979980469,326.07830810546875,1454.1600341796875,16.0132999420166,8.039569854736328,240.02798461914062,SW
eldo,22931689010497,2352.046630859375,315.8866882324219,10.187999725341797,393,795.50701904296875,1311.5333251953125,11.633299827575684,2.4312195777893066,291.04327392578125,SW
eldo,8922294010901,2232.0029296875,448.4833068847656,60.819000244140625,384.8633117675781,1009.10302734375,1855.7900390625,12.10669994354248,13.532051086425781,253.6805877685547,SW
eldo,25153645010900,1476.947021484375,NA,NA,NA,NA,1456.1300048828125,18.170000076293945,0,NA,NA
eldo,23653861010900,1895.563232421875,510.8599853515625,85.6677017211914,405.1966857910156,360.88629150390625,1373.6800537109375,15.319999694824219,15.91827392578125,3.4366531372070312,NE
eldo,23839640010900,1877.9224853515625,439.82330322265625,42.483001708984375,457.2799987792969,358.0790100097656,1318.0732421875,15.4399995803833,10.807173728942871,347.4905090332031,NE
eldo,22953069010497,1399.7569580078125,663.36669921875,137.3159942626953,456.08331298828125,27.40169906616211,1342.4100341796875,19.100000381469727,23.727006912231445,77.002655029296875,NE
eldo,29880222010497,1465.9432373046875,572.28668212890625,107.01399993896484,444.3432922363281,186.4257049560547,1619.4967041015625,16.886699676513672,19.886383056640625,31.192420959472656,NE
eldo,13112883010497,1398.4544677734375,630.83331298828125,127.08670043945312,478.18328857421875,7.385300159454346,1240.586669921875,19.533300399780273,10.129277229309082,15.270637512207031,NE
eldo,13100614010497,1673.303955078125,644.780029296875,131.97900390625,379.9800109863281,171.46470642089844,1309.306640625,17.559999465942383,13.294242858886719,313.9360046386719,SW
eldo,40224536010497,1404.070068359375,675.03668212890625,136.43870544433594,482.4866943359375,8.465299606323242,1318.626708984375,19.40329933166504,8.904659271240234,200.063720703125,SW
eldo,22953319010497,1940.359375,410.79998779296875,34.840999603271484,427.68670654296875,572.8707275390625,1433.6199951171875,14.023300170898438,7.613009452819824,290.94952392578125,SW
eldo,8939808010901,1574.095947265625,709.42999267578125,151.668701171875,372.9667053222656,90.63569641113281,1366.1400146484375,18.303300857543945,9.39190673828125,176.18948364257812,SW
eldo,40224557010497,1541.7415771484375,552.18670654296875,74.8030014038086,582.2633056640625,52.4630012512207,1438.7332763671875,17.790000915527344,13.274704933166504,164.48382568359375,SW
eldo,25152355010900,1792.6119384765625,525.4000244140625,92.9260025024414,386.8467102050781,243.3972930908203,1300.413330078125,16.163299560546875,5.489754676818848,248.8599090576172,SW
eldo,22953318010497,1822.40673828125,577.969970703125,106.83699798583984,439.623291015625,295.1922912597656,1630.2532958984375,15.786700248718262,28.915151596069336,177.6463623046875,SW
eldo,13208024010497,1110.8006591796875,616.7833251953125,120.53199768066406,449.9100036621094,2.5280001163482666,1474.896728515625,19.56999969482422,19.54328727722168,104.8748550415039,NE
eldo,24333775010900,1289.3282470703125,578.32672119140625,82.60600280761719,599.9832763671875,3.2662999629974365,1378.0032958984375,19.08329963684082,7.6470947265625,155.8527069091797,SW
eldo,11862,1316.4091796875,693.42669677734375,143.74029541015625,467.38330078125,12.249699592590332,1340.719970703125,19.75,15.531461715698242,302.187255859375,SW
eldo,8940255010901,1454.0914306640625,590.69000244140625,96.8582992553711,536.9033203125,56.757999420166016,1427.800048828125,17.84670066833496,18.919950485229492,208.1656951904297,SW
eldo,22931683010497,1634.38818359375,615.57000732421875,124.0177001953125,434.3699951171875,107.00299835205078,1398.5433349609375,17.873300552368164,4.697758197784424,213.5111083984375,SW
eldo,22953315010497,1315.34619140625,626.5966796875,111.4717025756836,558.61669921875,6.743000030517578,1510.353271484375,19.36669921875,6.996016025543213,203.23858642578125,SW
eldo,29880620010497,1706.1776123046875,297.3966979980469,2.552999973297119,556.11669921875,163.77200317382812,1256.42333984375,17.43000030517578,20.207855224609375,47.19963836669922,NE
eldo,40224511010497,1425.571533203125,706.146728515625,142.6707000732422,470.45001220703125,19.81170082092285,1244.106689453125,19.176700592041016,9.148285865783691,240.3488311767578,SW
eldo,11597,2142.755126953125,496.68670654296875,79.94129943847656,409.07330322265625,462.22198486328125,1355.4866943359375,14.369999885559082,10.87051773071289,353.6899108886719,NE
eldo,40224581010497,1671.5516357421875,564.96002197265625,112.97229766845703,386.1366882324219,408.2102966308594,1669.4932861328125,15.623299598693848,1.9585893154144287,249.11590576171875,SW
eldo,11924,1309.593017578125,595.30999755859375,95.00800323486328,597.27667236328125,2.4690001010894775,1532.8900146484375,19.43670082092285,7.524507999420166,68.352447509765625,NE
eldo,8886621010901,2291.413818359375,320.69329833984375,12.01200008392334,424.8633117675781,865.68328857421875,1443.376708984375,11.436699867248535,6.773412704467773,249.14451599121094,SW
eldo,25032252010900,1566.136962890625,586.8499755859375,113.7052993774414,423.6133117675781,183.06869506835938,1625.3900146484375,16.729999542236328,15.207853317260742,130.7107391357422,NE
eldo,22953331010497,1421.41796875,574.43670654296875,89.81800079345703,556.40667724609375,72.11470031738281,1666.333251953125,17.593299865722656,4.643776893615723,135.37872314453125,SW
